date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,,,routine
3/1/2015,Quarter1,sweing,Sunday,7,0.8,30.1,934,6960,0,3.5,15,0,58,0.579511494,0.347334355,0.232177139,17
3/1/2015,Quarter1,finishing,Sunday,1,0.6,3.94,,3360,0,0,0,0,8,0.448722222,0.489343584,-0.040621362,18
3/1/2015,Quarter1,finishing,Sunday,9,0.75,2.9,,960,0,0,0,0,8,0.447083333,0.324109882,0.122973451,19
3/1/2015,Quarter1,finishing,Sunday,7,0.8,4.6,,3360,0,0,0,0,8,0.350416667,0.33228001,0.018136657,20
3/2/2015,Quarter1,finishing,Monday,2,0.7,3.9,,1200,0,0,0,0,10,0.92885,0.886320949,0.042529051,1
3/2/2015,Quarter1,finishing,Monday,3,0.8,4.6,,10080,0,0,0,0,24,0.86037037,0.884566009,-0.024195639,2
3/2/2015,Quarter1,finishing,Monday,4,0.65,3.94,,960,0,0,0,0,8,0.806879167,0.78714323,0.019735937,3
3/2/2015,Quarter1,sweing,Monday,1,0.65,26.66,1527,6840,65,0,0,0,57,0.800579532,0.758152902,0.04242663,4
3/2/2015,Quarter1,sweing,Monday,12,0.8,15.26,1035,4080,63,0,0,0,34,0.800401961,0.742169917,0.058232044,5
3/2/2015,Quarter1,finishing,Monday,9,0.75,2.9,,1200,0,0,0,0,10,0.8004,0.83996135,-0.03956135,6
3/2/2015,Quarter1,sweing,Monday,11,0.8,11.61,632,0,50,0,0,0,57,0.800309211,0.783733547,0.016575664,7
3/2/2015,Quarter1,sweing,Monday,3,0.8,29.4,1231,4680,50,0,0,0,57,0.800149813,0.733658791,0.066491022,8
3/2/2015,Quarter1,sweing,Monday,7,0.8,30.1,616,7080,0,0,0,0,59,0.800115819,0.733240783,0.066875036,9
3/2/2015,Quarter1,finishing,Monday,8,0.75,4.6,,3360,0,0,0,0,8,0.773333333,0.768432796,0.004900537,10
3/2/2015,Quarter1,sweing,Monday,6,0.75,18.79,947,2880,34,0,0,0,33,0.750797009,0.666067779,0.08472923,11
3/2/2015,Quarter1,sweing,Monday,8,0.75,29.4,551,6840,45,0,0,0,57,0.750473684,0.659895778,0.090577906,12
3/2/2015,Quarter1,sweing,Monday,9,0.75,18.79,935,6240,45,0,0,0,52,0.750395513,0.681874096,0.068521417,13
3/2/2015,Quarter1,sweing,Monday,4,0.65,26.66,832,6780,55,0,0,0,57,0.750254867,0.640099645,0.110155222,14
3/2/2015,Quarter1,sweing,Monday,5,0.65,27.48,544,6720,34,0,0,0,56,0.700903571,0.499399215,0.201504356,15
3/2/2015,Quarter1,sweing,Monday,10,0.7,21.82,1511,3600,30,0,0,0,51,0.70013604,0.423790604,0.276345436,16
3/2/2015,Quarter1,finishing,Monday,10,0.7,2.9,,3360,0,0,0,0,8,0.632361111,0.437126845,0.195234266,17
3/2/2015,Quarter1,finishing,Monday,12,0.8,4.6,,3780,0,0,0,0,9,0.607654321,0.376212746,0.231441575,18
3/2/2015,Quarter1,finishing,Monday,1,0.65,3.94,,3360,0,0,0,0,8,0.537919444,0.417310029,0.120609415,19
3/2/2015,Quarter1,finishing,Monday,7,0.8,4.6,,3360,0,0,0,0,8,0.342361111,0.33228001,0.010081101,20
3/3/2015,Quarter1,finishing,Tuesday,7,0.8,4.6,,4200,0,0,0,0,10,0.999533333,0.944244266,0.055289067,1
3/3/2015,Quarter1,finishing,Tuesday,3,0.8,4.6,,6300,0,0,0,0,15,0.902962963,0.872001886,0.030961077,2
3/3/2015,Quarter1,sweing,Tuesday,11,0.8,11.41,601,0,50,0,0,0,56,0.800701754,0.816499412,-0.015797658,3
3/3/2015,Quarter1,sweing,Tuesday,1,0.7,26.66,1562,6960,60,0,0,0,58,0.800566092,0.768806994,0.031759098,4
3/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,983,4080,50,0,0,0,34,0.800401961,0.742169917,0.058232044,5
3/3/2015,Quarter1,sweing,Tuesday,3,0.8,29.4,1156,6840,50,0,0,0,57,0.800333333,0.766133547,0.034199786,6
3/3/2015,Quarter1,sweing,Tuesday,7,0.8,30.1,29,7080,50,0,0,0,59,0.800115819,0.728094459,0.07202136,7
3/3/2015,Quarter1,sweing,Tuesday,4,0.7,26.66,950,6960,50,0,0,0,58,0.750770115,0.758411944,-0.007641829,8
3/3/2015,Quarter1,sweing,Tuesday,8,0.75,29.4,534,6840,56,0,0,0,57,0.750473684,0.706101298,0.044372386,9
3/3/2015,Quarter1,sweing,Tuesday,9,0.75,18.79,1096,6240,34,0,0,0,52,0.750395513,0.715955913,0.0344396,10
3/3/2015,Quarter1,sweing,Tuesday,6,0.75,20.2,402,3120,45,0,0,0,33,0.750212553,0.668621421,0.081591132,11
3/3/2015,Quarter1,finishing,Tuesday,8,0.75,4.6,,3360,0,0,0,0,8,0.702777778,0.746954799,-0.044177021,12
3/3/2015,Quarter1,sweing,Tuesday,5,0.7,27.48,573,6840,30,0,0,0,57,0.700659649,0.686199844,0.014459805,13
3/3/2015,Quarter1,sweing,Tuesday,10,0.7,21.82,1313,5040,30,0,0,0,51,0.699984417,0.568514168,0.131470249,14
3/3/2015,Quarter1,finishing,Tuesday,12,0.8,4.6,,3780,0,0,0,0,9,0.636049383,0.469582379,0.166467004,15
3/3/2015,Quarter1,finishing,Tuesday,2,0.4,3.9,,6300,0,0,0,0,15,0.567377778,0.425262272,0.142115506,16
3/3/2015,Quarter1,finishing,Tuesday,1,0.7,3.94,,3360,0,0,0,0,8,0.555430556,0.444772542,0.110658014,17
3/3/2015,Quarter1,finishing,Tuesday,4,0.7,3.94,,3360,0,0,0,0,8,0.555430556,0.445320517,0.110110039,18
3/3/2015,Quarter1,finishing,Tuesday,10,0.7,2.9,,3360,0,0,0,0,8,0.463194444,0.273170203,0.190024241,19
3/3/2015,Quarter1,finishing,Tuesday,5,0.7,4.6,,3360,0,0,0,0,8,0.354444444,0.350378513,0.004065931,20
3/3/2015,Quarter1,finishing,Tuesday,6,0.75,2.9,,3360,0,0,0,0,8,0.309333333,0.280996561,0.028336772,21
3/3/2015,Quarter1,sweing,Tuesday,2,0.4,15.28,157,5400,0,6.5,30,1,45,0.30277037,0.53716439,-0.23439402,22
3/4/2015,Quarter1,finishing,Wednesday,3,0.8,4.6,,1200,0,0,0,0,10,0.939166667,0.8895697,0.049596967,1
3/4/2015,Quarter1,finishing,Wednesday,8,0.8,4.6,,960,0,0,0,0,8,0.930416667,0.879401326,0.051015341,2
3/4/2015,Quarter1,finishing,Wednesday,12,0.8,4.6,,1080,0,0,0,0,9,0.885925926,0.827692747,0.058233179,3
3/4/2015,Quarter1,finishing,Wednesday,9,0.75,2.9,,960,0,0,0,0,8,0.83375,0.872679889,-0.038929889,4
3/4/2015,Quarter1,finishing,Wednesday,1,0.7,3.94,,960,0,0,0,0,8,0.806879167,0.75121367,0.055665497,5
3/4/2015,Quarter1,finishing,Wednesday,4,0.7,3.94,,960,0,0,0,0,8,0.806058333,0.724281311,0.081777022,6
3/4/2015,Quarter1,sweing,Wednesday,11,0.8,11.41,433,0,38,0,0,0,56,0.800701754,0.783733547,0.016968207,7
3/4/2015,Quarter1,sweing,Wednesday,12,0.8,15.26,961,4080,50,0,0,0,34,0.800401961,0.731790602,0.068611359,8
3/4/2015,Quarter1,sweing,Wednesday,3,0.8,29.4,1169,6840,63,0,0,0,57,0.800333333,0.735433817,0.064899516,9
3/4/2015,Quarter1,sweing,Wednesday,7,0.8,30.1,874,3960,50,0,0,0,59,0.800055762,0.696579754,0.103476008,10
3/4/2015,Quarter1,sweing,Wednesday,4,0.7,26.82,1028,6960,60,0,0,0,58,0.799975862,0.749195516,0.050780346,11
3/4/2015,Quarter1,sweing,Wednesday,1,0.7,26.82,1772,6960,50,0,0,0,58,0.750651724,0.694091141,0.056560583,12
3/4/2015,Quarter1,sweing,Wednesday,9,0.75,18.79,1206,6240,34,0,0,0,52,0.750395513,0.681874096,0.068521417,13
3/4/2015,Quarter1,sweing,Wednesday,5,0.7,27.48,586,6960,40,0,0,0,58,0.700424138,0.600265086,0.100159052,14
3/4/2015,Quarter1,sweing,Wednesday,10,0.7,21.82,1334,5760,30,0,0,0,53,0.700058333,0.499227643,0.20083069,15
3/4/2015,Quarter1,finishing,Wednesday,7,0.8,4.6,,8400,0,0,0,0,20,0.684888889,0.460353076,0.224535813,16
3/4/2015,Quarter1,finishing,Wednesday,5,0.7,4.6,,960,0,0,0,0,8,0.592083333,0.377223194,0.214860139,17
3/4/2015,Quarter1,finishing,Wednesday,2,0.5,3.9,,960,0,0,0,0,8,0.5403125,0.456079185,0.084233315,18
3/4/2015,Quarter1,sweing,Wednesday,8,0.8,29.4,30,6840,0,0,0,0,57,0.433263158,0.412717968,0.02054519,19
3/4/2015,Quarter1,sweing,Wednesday,2,0.5,15.28,261,5520,0,0,0,1,46,0.404144928,0.486952156,-0.082807228,20
3/4/2015,Quarter1,sweing,Wednesday,6,0.75,18.79,52,3960,0,0,0,0,33,0.332146465,0.369860321,-0.037713856,21
3/5/2015,Quarter1,finishing,Thursday,8,0.8,4.6,,2640,0,0,0,0,22,0.980984848,0.948633432,0.032351416,1
3/5/2015,Quarter1,finishing,Thursday,2,0.6,3.9,,960,0,0,0,0,8,0.950625,0.790780663,0.159844337,2
3/5/2015,Quarter1,finishing,Thursday,11,0.8,2.9,,1200,0,0,0,0,10,0.927291667,0.862941563,0.064350104,3
3/5/2015,Quarter1,finishing,Thursday,12,0.8,4.6,,1080,0,0,0,0,9,0.868888889,0.795920491,0.072968398,4
3/5/2015,Quarter1,finishing,Thursday,1,0.7,3.94,,960,0,0,0,0,8,0.812625,0.75121367,0.06141133,5
3/5/2015,Quarter1,finishing,Thursday,4,0.7,3.94,,960,0,0,0,0,8,0.812625,0.724281311,0.088343689,6
3/5/2015,Quarter1,finishing,Thursday,3,0.8,4.6,,1800,0,0,0,0,15,0.810111111,0.76081109,0.049300021,7
3/5/2015,Quarter1,sweing,Thursday,11,0.8,11.41,455,3420,50,0,0,0,56,0.800701754,0.774792373,0.025909381,8
3/5/2015,Quarter1,sweing,Thursday,3,0.8,29.4,797,1800,63,0,0,0,57,0.800534979,0.721492827,0.079042152,9
3/5/2015,Quarter1,sweing,Thursday,12,0.8,15.26,959,4080,50,0,0,0,34,0.800401961,0.7057271,0.094674861,10
3/5/2015,Quarter1,sweing,Thursday,1,0.7,26.82,1373,6960,50,0,0,0,58,0.750651724,0.7281214,0.022530324,11
3/5/2015,Quarter1,sweing,Thursday,9,0.75,18.79,1228,6240,45,0,0,0,52,0.750395513,0.691634834,0.058760679,12
3/5/2015,Quarter1,sweing,Thursday,4,0.7,26.82,1117,7080,50,0,0,0,59,0.750050847,0.70745784,0.042593007,13
3/5/2015,Quarter1,sweing,Thursday,5,0.7,27.48,230,6960,40,0,0,0,58,0.700424138,0.600265086,0.100159052,14
3/5/2015,Quarter1,sweing,Thursday,10,0.7,21.82,1390,6000,30,0,0,0,50,0.700422,0.499227643,0.201194357,15
3/5/2015,Quarter1,sweing,Thursday,2,0.6,15.28,529,1320,0,0,0,1,46,0.600099145,0.395177692,0.204921453,16
3/5/2015,Quarter1,finishing,Thursday,9,0.75,2.9,,960,0,0,0,0,8,0.453125,0.422374845,0.030750155,17
3/5/2015,Quarter1,sweing,Thursday,7,0.8,30.1,834,1200,0,4,40,0,59,0.366053523,0.326308906,0.039744617,18
3/5/2015,Quarter1,sweing,Thursday,6,0.35,22.53,1450,2640,0,0,0,1,39,0.26369382,0.229799166,0.033894654,19
3/7/2015,Quarter1,finishing,Saturday,12,0.8,4.6,,1080,0,0,0,0,9,0.868888889,0.878635347,-0.009746458,1
3/7/2015,Quarter1,sweing,Saturday,12,0.8,15.26,986,4080,75,0,0,0,34,0.850520588,0.814447045,0.036073543,2
3/7/2015,Quarter1,sweing,Saturday,1,0.7,26.82,1267,8160,70,0,0,0,58,0.850045,0.783280611,0.066764389,3
3/7/2015,Quarter1,finishing,Saturday,7,0.8,4.6,,6000,0,0,0,0,25,0.825444444,0.854807973,-0.029363529,4
3/7/2015,Quarter1,finishing,Saturday,5,0.35,3.94,,2400,0,0,0,0,10,0.80575,0.840315819,-0.034565819,5
3/7/2015,Quarter1,sweing,Saturday,4,0.7,26.82,1195,6960,60,0,0,0,58,0.800746552,0.795725465,0.005021087,6
3/7/2015,Quarter1,sweing,Saturday,3,0.8,29.4,983,6840,63,0,0,1,57,0.800578947,0.725708187,0.07487076,7
3/7/2015,Quarter1,sweing,Saturday,11,0.8,11.41,471,3420,50,0,0,0,58,0.800034503,0.774792373,0.02524213,8
3/7/2015,Quarter1,finishing,Saturday,6,0.5,2.9,,960,0,0,0,0,8,0.7975,0.838285804,-0.040785804,9
3/7/2015,Quarter1,sweing,Saturday,9,0.75,18.79,1226,3480,45,0,0,0,51,0.749987124,0.70196718,0.048019944,10
3/7/2015,Quarter1,sweing,Saturday,10,0.7,21.82,1251,6000,30,0,0,0,50,0.700422,0.734235764,-0.033813764,11
3/7/2015,Quarter1,finishing,Saturday,1,0.7,3.94,,960,0,0,0,0,8,0.664875,0.717465401,-0.052590401,12
3/7/2015,Quarter1,finishing,Saturday,4,0.7,3.94,,960,0,0,0,0,8,0.664875,0.634016514,0.030858486,13
3/7/2015,Quarter1,finishing,Saturday,11,0.8,2.9,,960,0,0,0,0,8,0.657083333,0.543654859,0.113428474,14
3/7/2015,Quarter1,sweing,Saturday,2,0.65,16.1,626,4200,0,0,0,1,45,0.65024031,0.543473244,0.106767066,15
3/7/2015,Quarter1,finishing,Saturday,8,0.8,4.6,,3600,0,0,0,0,15,0.590740741,0.396353513,0.194387228,16
3/7/2015,Quarter1,finishing,Saturday,2,0.65,3.9,,1920,0,0,0,0,8,0.528125,0.443713337,0.084411663,17
3/7/2015,Quarter1,sweing,Saturday,6,0.5,23.41,1379,2280,0,0,0,1,39,0.500528095,0.219831899,0.280696196,18
3/7/2015,Quarter1,sweing,Saturday,5,0.7,27.48,541,6960,24,0,0,1,58,0.408960345,0.431507558,-0.022547213,19
3/8/2015,Quarter2,finishing,Sunday,3,0.8,4.6,,1440,0,0,0,0,12,0.951944444,0.899927855,0.052016589,1
3/8/2015,Quarter2,finishing,Sunday,12,0.8,4.6,,1080,0,0,0,0,9,0.945555556,0.895954967,0.049600589,2
3/8/2015,Quarter2,finishing,Sunday,9,0.75,2.9,,1080,0,0,0,0,9,0.929074074,0.892381489,0.036692585,3
3/8/2015,Quarter2,finishing,Sunday,1,0.75,3.94,,960,0,0,0,0,8,0.890604167,0.767558634,0.123045533,4
3/8/2015,Quarter2,finishing,Sunday,4,0.75,3.94,,960,0,0,0,0,8,0.890604167,0.732202649,0.158401518,5
3/8/2015,Quarter2,finishing,Sunday,2,0.7,3.9,,1200,0,0,0,0,10,0.884,0.744633615,0.139366385,6
3/8/2015,Quarter2,finishing,Sunday,5,0.5,3.94,,960,0,0,0,0,8,0.857916667,0.722020209,0.135896458,7
3/8/2015,Quarter2,sweing,Sunday,4,0.75,26.82,1082,6840,65,0,0,0,57,0.850084211,0.741913855,0.108170356,8
3/8/2015,Quarter2,sweing,Sunday,1,0.75,26.82,1254,6960,65,0,0,0,58,0.85007069,0.723992288,0.126078402,9
3/8/2015,Quarter2,sweing,Sunday,3,0.8,30.1,1278,3360,50,0,0,1,57,0.800511068,0.635450482,0.165060586,10
3/8/2015,Quarter2,sweing,Sunday,12,0.8,15.26,1064,4080,63,0,0,0,34,0.800401961,0.696875274,0.103526687,11
3/8/2015,Quarter2,sweing,Sunday,11,0.8,11.41,313,3420,50,0,0,0,58,0.800034503,0.708606184,0.091428319,12
3/8/2015,Quarter2,finishing,Sunday,11,0.8,2.9,,960,0,0,0,0,8,0.755208333,0.621553898,0.133654435,13
3/8/2015,Quarter2,sweing,Sunday,9,0.75,18.79,1239,5640,45,0,0,0,52,0.750371895,0.604963481,0.145408414,14
3/8/2015,Quarter2,sweing,Sunday,10,0.7,21.82,1335,6000,30,0,0,0,50,0.700422,0.499227643,0.201194357,15
3/8/2015,Quarter2,sweing,Sunday,2,0.7,16.1,928,4800,30,0,0,1,45,0.700106061,0.476175338,0.223930723,16
3/8/2015,Quarter2,sweing,Sunday,6,0.6,23.41,1266,2520,23,0,0,1,38,0.601037091,0.26999405,0.331043041,17
3/8/2015,Quarter2,sweing,Sunday,8,0.6,30.48,869,6720,0,0,0,1,56,0.600528571,0.349864721,0.25066385,18
3/8/2015,Quarter2,sweing,Sunday,5,0.5,26.82,711,7080,23,0,0,1,59,0.500033898,0.440662771,0.059371127,19
3/8/2015,Quarter2,finishing,Sunday,8,0.6,3.9,,960,0,0,0,0,8,0.4509375,0.310964942,0.139972558,20
3/8/2015,Quarter2,finishing,Sunday,10,0.7,2.9,,960,0,0,0,0,8,0.441041667,0.329152495,0.111889172,21
3/8/2015,Quarter2,finishing,Sunday,6,0.6,2.9,,960,0,0,0,0,8,0.271875,0.254543751,0.017331249,22
3/9/2015,Quarter2,finishing,Monday,11,0.8,2.9,,0,960,0,0,0,8,0.960625,0.915165603,0.045459397,1
3/9/2015,Quarter2,finishing,Monday,12,0.8,4.6,,0,1080,0,0,0,9,0.902962963,0.874896705,0.028066258,2
3/9/2015,Quarter2,finishing,Monday,5,0.6,3.94,,0,2880,0,0,0,12,0.864342593,0.930449307,-0.066106714,3
3/9/2015,Quarter2,sweing,Monday,4,0.75,26.82,1079,7020,65,0,0,0,58,0.850446154,0.780377328,0.070068826,4
3/9/2015,Quarter2,sweing,Monday,1,0.75,26.82,1322,7140,65,0,0,0,59,0.850426891,0.759238541,0.09118835,5
3/9/2015,Quarter2,finishing,Monday,9,0.75,2.9,,0,3600,0,0,0,15,0.841,0.969833434,-0.128833434,6
3/9/2015,Quarter2,sweing,Monday,3,0.8,30.1,964,5160,50,0,0,1,58,0.800842424,0.717445314,0.08339711,7
3/9/2015,Quarter2,sweing,Monday,12,0.8,15.26,1132,4080,63,0,0,0,34,0.800401961,0.731790602,0.068611359,8
3/9/2015,Quarter2,sweing,Monday,11,0.8,11.41,357,3420,50,0,0,0,58,0.800034503,0.76400429,0.036030213,9
3/9/2015,Quarter2,finishing,Monday,3,0.8,4.6,,0,1440,0,0,0,12,0.795416667,0.77838397,0.017032697,10
3/9/2015,Quarter2,finishing,Monday,4,0.75,3.94,,0,960,0,0,0,8,0.7953875,0.70982492,0.08556258,11
3/9/2015,Quarter2,finishing,Monday,1,0.75,3.94,,0,960,0,0,0,8,0.794566667,0.706056058,0.088510609,12
3/9/2015,Quarter2,sweing,Monday,9,0.75,18.79,1193,6240,45,0,0,0,52,0.750395513,0.681874096,0.068521417,13
3/9/2015,Quarter2,sweing,Monday,2,0.7,16.1,817,5520,30,0,0,1,45,0.700516224,0.66494292,0.035573304,14
3/9/2015,Quarter2,sweing,Monday,10,0.7,21.82,1576,6000,30,0,0,0,50,0.700422,0.499227643,0.201194357,15
3/9/2015,Quarter2,finishing,Monday,2,0.7,3.9,,0,1200,0,0,0,10,0.6825,0.612236559,0.070263441,16
3/9/2015,Quarter2,sweing,Monday,6,0.65,23.41,1262,4560,35,0,0,1,38,0.650962281,0.275511384,0.375450897,17
3/9/2015,Quarter2,sweing,Monday,8,0.65,30.48,953,6720,26,0,0,1,56,0.650421429,0.347433418,0.302988011,18
3/9/2015,Quarter2,sweing,Monday,5,0.6,26.82,919,7080,23,0,0,1,59,0.600040678,0.447364509,0.152676169,19
3/9/2015,Quarter2,sweing,Monday,7,0.5,30.48,1161,6600,0,0,0,1,55,0.500610909,0.393784136,0.106826773,20
3/9/2015,Quarter2,finishing,Monday,10,0.7,2.9,,0,960,0,0,0,8,0.477291667,0.569772959,-0.092481292,21
3/9/2015,Quarter2,finishing,Monday,8,0.65,3.9,,0,960,0,0,0,8,0.2640625,0.565346718,-0.301284218,22
3/10/2015,Quarter2,finishing,Tuesday,12,0.8,4.6,,1080,0,0,0,0,9,0.92,0.878635347,0.041364653,1
3/10/2015,Quarter2,finishing,Tuesday,5,0.6,3.94,,1440,0,0,0,0,12,0.909391667,0.872158527,0.03723314,2
3/10/2015,Quarter2,sweing,Tuesday,1,0.75,26.82,1574,7080,75,0,0,0,59,0.900061017,0.775923967,0.12413705,3
3/10/2015,Quarter2,finishing,Tuesday,3,0.8,4.6,,1440,0,0,0,0,12,0.894444444,0.808292389,0.086152055,4
3/10/2015,Quarter2,finishing,Tuesday,4,0.75,3.94,,960,0,0,0,0,8,0.881575,0.732202649,0.149372351,5
3/10/2015,Quarter2,finishing,Tuesday,1,0.75,3.94,,960,0,0,0,0,8,0.880754167,0.737778246,0.142975921,6
3/10/2015,Quarter2,sweing,Tuesday,4,0.75,26.82,1104,5880,65,0,0,0,59,0.850084211,0.764338493,0.085745718,7
3/10/2015,Quarter2,finishing,Tuesday,9,0.75,2.9,,1800,0,0,0,0,15,0.821666667,0.799399912,0.022266755,8
3/10/2015,Quarter2,sweing,Tuesday,12,0.8,15.26,1069,4080,63,0,0,0,34,0.800401961,0.72092247,0.079479491,9
3/10/2015,Quarter2,sweing,Tuesday,3,0.8,30.1,756,6960,63,0,0,1,58,0.800071839,0.646935403,0.153136436,10
3/10/2015,Quarter2,sweing,Tuesday,11,0.8,11.41,338,3420,50,0,0,0,58,0.800034503,0.746192038,0.053842465,11
3/10/2015,Quarter2,finishing,Tuesday,11,0.8,2.9,,960,0,0,0,0,8,0.758229167,0.613576353,0.144652814,12
3/10/2015,Quarter2,sweing,Tuesday,10,0.75,21.82,1499,6000,34,0,0,0,50,0.750608,0.676697075,0.073910925,13
3/10/2015,Quarter2,sweing,Tuesday,9,0.75,18.79,1247,6240,45,0,0,0,52,0.750395513,0.604963481,0.145432032,14
